x,Curve1
-3.98266,0.02326
-3.58119,0.03721
-3.16188,0.05233
-2.78751,0.08023
-2.3776,0.11628
-1.99473,0.16395
-1.59463,0.23953
-1.21299,0.34186
-0.7961,0.46512
-0.38831,0.59651
-0.006,0.6686
0.37949,0.59884
0.80209,0.46628
1.18882,0.3407
1.60177,0.2407
1.98741,0.16395
2.39919,0.11628
2.80178,0.08023
3.19521,0.05465
3.59738,0.03721
3.99943,0.02558
