x,Curve1
-3.98186,0.02521
-3.58889,0.03552
-3.20474,0.05505
-2.82947,0.07917
-2.38265,0.11481
-1.98028,0.16656
-1.58658,0.24248
-1.19263,0.34028
-0.81622,0.46686
-0.38623,0.59343
0.00741,0.6636
0.39949,0.59449
0.79983,0.46437
1.20916,0.34116
1.592,0.24327
1.99294,0.16725
2.41202,0.11656
2.82233,0.08083
3.18809,0.05316
3.62541,0.03699
4.01814,0.02544
