x,Curve1
-3.98866,0.02667
-3.61278,0.03826
-3.19221,0.05565
-2.78066,0.08
-2.38715,0.11594
-2.00276,0.16696
-1.58284,0.24232
-1.18108,0.34087
-0.77961,0.46609
-0.37819,0.59478
-0.003,0.66783
0.40065,0.59826
0.78707,0.46725
1.20029,0.34203
1.60428,0.24116
2.01694,0.1658
2.3935,0.1171
2.81468,0.08
3.1999,0.05681
3.61194,0.0371
4.01496,0.02319
