x,Curve1
0.049866,0.52189
0.098982,0.74632
0.148766,0.93052
0.199206,1.08886
0.247058,1.22993
0.294924,1.35951
0.342144,1.47185
0.388714,1.57844
0.434643,1.67639
0.481876,1.75712
0.526523,1.83783
0.569228,1.89841
0.61,1.95898
0.65077,2.00518
0.689608,2.02838
0.725865,2.04007
0.759532,2.04025
0.787385,2.01453
0.812005,1.97443
0.827575,1.90267
