x,Curve1
-4.00818,0.028639
-3.59116,0.03989
-3.1855,0.060347
-2.79116,0.084895
-2.38568,0.12274
-2.00285,0.170813
-1.59758,0.230137
-1.19245,0.302758
-0.79865,0.381516
-0.41599,0.445954
-0.01034,0.467434
0.39573,0.446977
0.7797,0.381516
1.18634,0.303781
1.59295,0.230137
1.99941,0.170813
2.39448,0.12274
2.83455,0.084895
3.21811,0.060347
3.60162,0.040913
4.00762,0.026594
