x,Curve1
0.049797,0.96569
0.098513,0.93185
0.148853,0.89552
0.19838,0.86072
0.246284,0.82382
0.293376,0.79074
0.34128,0.75269
0.389183,0.71636
0.435463,0.67908
0.480931,0.64333
0.522339,0.60949
0.568619,0.57106
0.609216,0.53589
0.651436,0.4988
0.690409,0.46382
0.726945,0.42941
0.757799,0.3994
0.788652,0.36652
0.811386,0.33862
0.827624,0.31263
