x,Curve1
-4.0233,0.02334
-3.61111,0.03383
-3.20789,0.05246
-2.7957,0.07921
-2.39247,0.11409
-1.99821,0.16406
-1.60394,0.24074
-1.20072,0.33832
-0.78853,0.46493
-0.3853,0.59618
-0.00896,0.66705
0.40323,0.59743
0.78853,0.46744
1.20968,0.33976
1.60394,0.24228
2.00717,0.16337
2.40143,0.11465
2.7957,0.08102
3.20789,0.05436
3.62903,0.037
4.00538,0.02311
