x,Curve1
2.0313,0.04
2.2394,0.039
2.4367,0.005
2.6181,0.069
2.8314,0.003
3.0127,-0.047
3.2608,5.919
3.3976,4.483
3.6251,3.096
3.8264,2.133
4.2261,1.805
4.5989,1.379
4.8435,0.824
5.2005,0.512
5.4035,0.772
5.6282,1.293
5.8479,2.009
6.1953,2.512
6.6122,3.146
6.9971,3.747
7.4562,4.006
7.8194,4.363
8.2359,4.703
8.6201,4.831
9.0315,5.318
9.4096,4.827
9.6279,4.549
9.8151,4.939
10.0657,4.873
10.3803,4.773
10.625,4.267
10.9342,4.151
11.3447,3.937
11.7288,4.016
