x,Curve1
2.035,0.041
2.4388,0.119
2.6743,0.015
3.0174,-0.111
3.2409,2.551
3.4425,1.935
3.6182,3.286
3.8269,3.489
4.0212,1.848
4.2496,1.109
4.4445,0.738
4.6398,0.982
4.8417,0.919
5.2118,0.978
5.6156,0.995
6.0126,0.992
6.235,1.502
6.4237,1.992
6.8412,2.46
7.2318,3.092
7.6695,3.54
8.0129,3.906
8.4235,4.148
8.6862,4.556
9.0832,4.594
9.514,4.733
9.8437,4.649
10.3549,4.317
10.8058,4.313
11.3036,4.022
11.7814,4.018
