x,Curve1
2.0163,0.137
2.2187,0.365
2.428,0.737
2.635,5.18
2.8517,6.238
3.0115,4.431
3.2333,3.849
3.4287,3.827
3.6301,3.141
3.7845,2.601
4.0466,1.997
4.2344,1.124
4.4292,0.625
4.8194,-0.02
5.2234,-0.333
5.6544,-0.501
6.0381,-0.876
6.4021,-0.836
6.8134,-0.61
7.2112,-0.362
7.6085,-0.571
8.0196,-0.552
8.4107,-0.367
8.8082,-0.39
9.2192,-0.433
9.6306,-0.082
10.0145,-0.27
10.4188,-0.334
10.8234,-0.024
11.3692,-0.047
11.7935,-0.277
