x,Curve1
10.25528,10.354
10.32826,10.394
10.39627,11.475
10.45801,11.658
10.52747,11.982
10.59621,12.59
10.62636,12.918
10.66707,12.82
10.69793,13.195
10.7288,13.287
10.76738,13.472
10.79687,13.233
10.82773,13.561
10.85651,13.416
10.91624,11.898
10.92743,12.653
10.96758,9.956
10.98649,10.663
11.00618,9.999
11.01816,9.053
11.0463,7.774
11.11589,5.783
11.19869,5.775
