x,Curve1
10.25754,10.272
10.32912,10.364
10.3986,11.547
10.45825,11.449
10.52912,11.778
10.59789,12.344
10.62807,12.579
10.66807,12.672
10.69895,12.955
10.72982,12.717
10.76982,13.426
10.7986,13.14
10.82947,13.329
10.85895,13.09
10.9186,11.712
10.92842,12.28
10.96632,9.812
10.98807,10.143
11.00842,9.668
11.01754,9.145
11.04842,8.053
11.11789,4.966
11.2,5.769
