x,Curve1
10.25787,9.932
10.3281,9.752
10.39759,10.713
10.45729,10.388
10.52751,10.731
10.59773,10.979
10.62792,11.031
10.66585,10.798
10.69674,10.993
10.72904,11.188
10.76835,11.573
10.79786,11.102
10.82735,11.392
10.85895,11.206
10.91645,10.174
10.92716,10.76
10.96722,8.597
10.98648,7.327
11.00753,7.169
11.01829,5.898
11.04745,4.553
11.11751,5.506
11.19984,6.329
